x y
   -0.0124   -0.6038
    0.4095   -0.5389
    0.1983   -0.1828
   -0.9084   -0.9600
   -1.5149   -1.4742
   -0.5254   -0.7943
   -0.8465   -0.6615
   -0.9324   -0.5711
   -0.7424   -1.3456
   -0.8693   -0.7753
   -1.4707   -0.9497
   -1.0812   -0.5870
   -1.0730   -0.7319
   -1.2660   -0.5511
   -0.1589   -1.0660
   -1.4379   -1.0736
   -1.2419   -0.4961
   -1.3560   -2.0618
   -1.5871   -1.2523
   -1.0961   -1.6353
   -1.1370   -1.1913
   -0.2350   -0.6757
   -1.1245   -0.5871
   -1.5321   -1.5075
   -0.1983   -1.2355
   -0.3827   -0.9315
   -1.1148   -1.1459
   -1.7531   -0.8491
   -1.2223   -0.8000
   -1.0780   -1.4650
   -0.8620   -1.0884
   -1.1306   -2.0660
   -0.7783   -0.4273
   -0.8041   -1.3145
   -1.6253   -1.6019
   -1.4740   -1.1270
   -1.3706   -1.7143
   -1.2539   -1.0104
   -1.1603   -1.2803
   -2.5146   -0.4308
   -1.2285   -2.2484
   -0.3788   -0.7793
   -1.5334   -1.6991
   -0.5331   -1.1275
   -0.8248   -0.9178
   -1.0145   -0.6261
   -0.9088   -1.1365
   -1.7825   -0.2118
   -1.0423   -1.2405
   -0.1980   -0.8362
   -0.9508   -0.6676
   -0.9793   -0.9574
   -1.3671   -0.5595
   -1.0154   -0.8384
   -0.8838   -1.3921
   -0.7868   -1.9027
   -1.1864   -0.0707
   -1.1182   -1.3023
    0.0118   -0.9483
   -2.1292   -0.7184
    0.1147   -0.9432
   -0.8312   -1.4524
   -0.5000   -1.2339
   -1.8321   -1.0624
   -1.2950   -0.2605
   -1.1390   -1.4304
   -0.7886   -0.6077
   -1.8351   -0.8457
   -0.7642   -1.1169
   -1.6064   -1.5285
   -0.9669   -1.1421
   -0.6738   -1.0433
   -0.8365   -1.7347
   -0.4587   -0.9039
   -0.4970   -1.4111
   -1.3255   -1.0471
   -0.8715   -0.8319
   -1.4722   -1.4523
   -1.6609   -1.1441
   -0.5376   -0.8250
   -1.0000   -1.9179
   -1.0275   -0.4820
   -0.7027   -0.5203
   -0.8249   -1.1579
   -0.3749   -0.7857
   -0.5351   -1.5180
   -0.8801   -0.0611
   -1.3452   -0.5296
   -1.3258   -0.6063
   -0.4039   -1.4379
   -1.8059   -0.8400
   -1.0122   -1.2791
   -1.9744   -1.1557
   -0.4898   -1.2850
   -0.5691   -1.5129
   -0.9994   -1.4544
   -1.0354   -1.1049
   -2.2431   -1.8494
   -0.7094   -0.6962
   -2.0962   -1.0589
   -2.1596   -0.6504
